,Weekly_Sales
2861,809321.44
2862,867283.25
2863,749597.24
2864,747444.32
2865,712312.89
2866,727070.0
2867,686497.53
2868,753664.12
2869,751181.4
2870,716026.51
2871,718780.59
2872,680532.69
2873,744969.42
2874,723559.88
2875,753361.72
2876,755214.26
2877,806012.48
2878,784305.55
2879,785104.29
2880,769848.75
2881,711470.8
2882,714677.47
2883,755098.41
2884,765823.48
2885,715876.27
2886,739279.19
2887,793589.18
2888,848873.28
2889,855882.57
2890,727772.8
2891,674055.81
2892,684340.86
2893,671688.06
2894,677158.39
2895,680579.49
2896,693412.05
2897,710668.45
2898,731756.65
2899,719888.76
2900,735796.38
2901,756288.89
2902,1245628.61
2903,829210.73
2904,943891.64
2905,1147556.83
2906,1587257.78
2907,672903.23
2908,629152.06
2909,650789.13
2910,663941.73
2911,649878.29
2912,596218.24
2914,884701.92
2915,768313.85
2916,796277.72
2918,793569.0
2919,753711.32
2920,732056.37
2921,744782.89
2922,768390.05
2923,801302.01
2924,783250.75
2925,718898.33
2926,754236.7
2927,744836.56
2928,744389.81
2929,773878.58
2931,823220.43
2932,771298.98
2933,784639.12
2934,734099.4
2935,728311.15
2936,784490.67
2937,751167.12
2938,783614.89
2940,855546.5
2941,821127.53
2942,705557.8
2943,653989.65
2944,653525.84
2947,663452.46
2951,767358.37
2955,793184.25
2956,897747.13
3003,1033017.37
3004,1022571.25
3005,988467.61
3006,899761.48
3007,1009201.24
3008,967187.37
3009,966145.09
3010,1012075.12
3011,1177340.99
3012,1033171.07
3013,1000968.67
3014,969594.47
3015,977683.06
3016,1052973.28
3017,973585.33
3018,979977.89
3019,1103740.4
3020,1095539.13
3021,1061196.47
3022,1052895.25
3023,1095020.33
3024,1120259.71
3025,1092654.26
3026,988392.99
3027,974123.2
3028,970773.64
3029,1010326.14
3030,993097.43
3031,1017045.44
3032,1081420.96
3033,1074535.88
3034,924174.4
3035,918285.97
3036,902779.25
3037,905987.17
3038,1015051.62
3039,954401.46
3040,960998.52
3041,1025766.27
3042,1006888.16
3043,1043698.64
3044,985896.44
3045,1564502.26
3046,1230514.58
3047,1367202.84
3048,1527682.99
3049,1962445.04
3050,774262.28
3051,873954.7
3052,807535.52
3053,855001.02
3054,799369.15
3055,946060.98
3057,975964.86
3058,911245.43
3059,997353.15
3061,926427.12
3062,933528.39
3063,951588.37
3064,969046.69
3065,1008557.04
3066,1152781.9
3067,926133.8
3068,1032076.06
3069,1001558.74
3070,970307.83
3071,1021568.34
3072,1125169.92
3074,1042454.61
3075,1012584.2
3076,1077491.68
3077,1017050.65
3078,961953.57
3079,964683.8
3080,944958.69
3081,983232.96
3083,973004.91
3084,1181815.31
3085,912762.76
3086,1004434.54
3087,937420.65
3090,993436.67
3094,1106575.59
3098,1167621.14
3099,1308967.44
3146,1364721.58
3147,1380892.08
3148,1319588.04
3149,1198709.65
3150,1311175.93
3151,1408082.96
3152,1229008.32
3153,1310701.8
3154,1556627.62
3155,1264434.7
3156,1288823.72
3157,1315023.08
3158,1259414.52
3159,1365552.28
3160,1303055.09
3161,1327424.28
3162,1571158.56
3163,1514435.51
3164,1439432.06
3165,1507708.93
3166,1415204.88
3167,1549113.18
3168,1417535.78
3169,1413124.11
3170,1333634.45
3171,1319773.55
3172,1417013.07
3173,1346345.97
3174,1439901.05
3175,1584623.36
3176,1405119.23
3177,1272842.85
3178,1159132.58
3179,1099055.65
3180,1129909.44
3181,1179851.68
3182,1119809.71
3183,1147503.92
3184,1112871.23
3185,1203119.96
3186,1387953.75
3187,1314994.32
3188,2072685.05
3189,1617025.41
3190,1872365.99
3191,2238573.48
3192,2734277.1
3193,1169773.85
3194,1122034.48
3195,1016756.1
3196,1110706.06
3197,1083657.61
3198,1159438.53
3200,1369971.57
3201,1206917.2
3202,1301185.28
3204,1203682.62
3205,1148624.83
3206,1182694.95
3207,1248901.98
3208,1263680.51
3209,1447301.24
3210,1173307.4
3211,1359921.13
3212,1254914.87
3213,1337617.55
3214,1361945.18
3215,1562161.97
3217,1470520.83
3218,1434036.18
3219,1492507.44
3220,1379488.05
3221,1360520.56
3222,1362144.0
3223,1319767.55
3224,1416344.68
3226,1453416.53
3227,1637266.29
3228,1464295.69
3229,1423289.9
3230,1253329.17
3233,1463501.99
3237,1428436.33
3241,1552886.59
3242,1841173.6
3289,1388725.63
3290,1414107.1
3291,1385362.49
3292,1158722.74
3293,1412387.37
3294,1309340.16
3295,1222511.29
3296,1258311.56
3297,1478321.26
3298,1379579.63
3299,1268266.72
3300,1264117.01
3301,1259877.19
3302,1409705.03
3303,1346783.35
3304,1283482.85
3305,1473868.15
3306,1566668.91
3307,1375458.21
3308,1354168.18
3309,1399073.75
3310,1563387.94
3311,1665502.55
3312,1418697.05
3313,1333740.35
3314,1387517.63
3315,1442819.28
3316,1384243.75
3317,1375307.54
3318,1350059.35
3319,1366381.6
3320,1474498.59
3321,1273295.46
3322,1169413.27
3323,1215273.2
3324,1361944.94
3325,1300806.74
3326,1234875.33
3327,1244925.94
3328,1285358.01
3329,1312877.01
3330,1277150.6
3331,1779276.51
3332,1413302.7
3333,1593012.75
3334,1663525.77
3335,2386015.75
3336,1208600.05
3337,1178641.71
3338,1167740.2
3339,1107170.39
3340,1126921.34
3341,1225182.04
3343,1360150.12
3344,1235121.33
3345,1346994.53
3347,1168397.26
3348,1158693.12
3349,1163803.3
3350,1273670.32
3351,1245576.65
3352,1372484.9
3353,1197761.17
3354,1339630.35
3355,1311950.16
3356,1234281.7
3357,1311153.72
3358,1554837.62
3360,1320359.23
3361,1304850.67
3362,1445596.61
3363,1567340.07
3364,1356938.95
3365,1357672.24
3366,1310973.06
3367,1417616.81
3369,1352039.88
3370,1402372.09
3371,1196105.44
3372,1527455.19
3373,1227535.97
3376,1405914.39
3380,1385860.38
3384,1335647.1
3385,1529615.54
3432,677231.63
3433,583364.02
3434,676260.67
3435,628516.57
3436,665750.06
3437,660619.99
3438,659795.84
3439,696687.6
3440,822486.37
3441,712647.97
3442,715311.6
3443,694531.72
3444,706924.02
3445,724468.97
3446,698073.95
3447,704113.22
3448,792442.54
3449,764155.44
3450,737163.2
3451,780444.94
3452,737569.14
3453,759407.87
3454,719591.13
3455,726997.84
3456,665290.93
3457,682124.34
3458,699464.43
3459,686072.39
3460,724499.81
3461,711461.95
3462,685700.08
3463,655811.95
3464,628989.88
3465,607819.33
3466,658640.14
3467,674283.86
3468,616094.72
3469,661644.19
3470,674458.03
3471,696314.53
3472,713250.08
3473,718056.73
3474,1115240.61
3475,885572.96
3476,964729.18
3477,1047707.59
3478,1295391.19
3479,623092.54
3480,558794.63
3481,572360.83
3482,568093.57
3483,600448.69
3484,639830.45
3486,634637.03
3487,570816.34
3488,640912.18
3490,603393.64
3491,616324.24
3492,618377.79
3493,648606.13
3494,674562.45
3495,756588.42
3496,649245.0
3497,659446.55
3498,684783.15
3499,677971.33
3500,718373.94
3501,737551.74
3503,717373.43
3504,699270.1
3505,706206.86
3506,698529.64
3507,680510.23
3508,670854.96
3509,668390.82
3510,679706.01
3512,688958.75
3513,726422.55
3514,699779.0
3515,673248.48
3516,628720.46
3519,671522.87
3523,718393.61
3527,878314.57
3528,916446.02
3575,1034119.21
3576,1015684.09
3577,999348.55
3578,855385.01
3579,1005669.58
3580,963382.09
3581,903366.55
3582,893613.0
3583,1029849.2
3584,1022293.81
3585,905548.38
3586,881930.87
3587,904503.85
3588,1074479.73
3589,972663.59
3590,986765.01
3591,1069851.59
3592,1003202.66
3593,1073862.59
3594,1001286.67
3595,976242.09
3596,1078455.48
3597,1122356.53
3598,1028151.72
3599,971615.62
3600,1005324.28
3601,1125329.77
3602,1011938.29
3603,1007385.36
3604,977322.52
3605,1037549.71
3606,1042226.3
3607,923473.7
3608,868636.3
3609,923221.52
3610,1001069.52
3611,937956.89
3612,916522.66
3613,895069.88
3614,970224.51
3615,971193.01
3616,901972.7
3617,1286833.62
3618,1016143.64
3619,1149612.04
3620,1196813.33
3621,1573982.47
3622,877268.29
3623,938149.21
3624,812323.29
3625,809833.21
3626,817485.14
3627,911807.02
3629,981978.02
3630,910298.44
3631,945643.17
3633,887426.12
3634,866566.54
3635,849231.61
3636,985229.81
3637,863266.12
3638,921700.61
3639,873450.29
3640,1024778.23
3641,941008.85
3642,938334.62
3643,996723.58
3644,1054454.4
3646,981646.46
3647,997474.93
3648,1070119.09
3649,1133807.03
3650,1021534.7
3651,1017867.8
3652,1005360.5
3653,1107552.43
3655,1021766.75
3656,1064617.62
3657,1040143.14
3658,1069710.97
3659,951569.84
3662,1130022.99
3666,988950.75
3670,1012498.49
3671,1148987.46
3718,1874289.79
3719,1745362.72
3720,1945070.33
3721,1390934.27
3722,1313729.72
3723,1925113.12
3724,1700627.97
3725,1836714.84
3726,2053952.97
3727,1955814.13
3728,1857500.96
3729,1850205.47
3730,1805885.04
3731,1939458.84
3732,1842465.78
3733,1836595.58
3734,1962468.67
3735,2073102.59
3736,1873812.93
3737,1887182.27
3738,1962625.01
3739,2024554.1
3740,2119163.01
3741,1880691.64
3742,1808250.71
3743,1816489.53
3744,1908036.68
3745,1864436.12
3746,1936878.46
3747,1870684.21
3748,1908110.9
3749,1913494.81
3750,1629978.46
3751,1597002.71
3752,1543532.83
3753,1707662.87
3754,1728388.2
3755,1693935.29
3756,1688955.49
3757,1686010.02
3758,1828010.25
3759,1704785.74
3760,2627910.75
3761,1884343.67
3762,2139733.68
3763,2350098.36
3764,3078162.08
3765,1440963.0
3766,1568159.48
3767,1532308.62
3768,1517029.9
3769,1421111.55
3770,1628100.79
3772,1709365.19
3773,1688935.71
3774,1656130.67
3776,1624539.21
3777,1554651.08
3778,1628868.28
3779,1689844.18
3780,1727175.61
3781,1921655.48
3782,1642074.64
3783,1757041.96
3784,1763545.32
3785,1725268.56
3786,1820723.17
3787,2053708.01
3789,1814740.09
3790,1811455.15
3791,1949983.93
3792,2000055.27
3793,1762155.79
3794,1754879.45
3795,1744879.06
3796,1747289.53
3798,1781905.24
3799,2034400.78
3800,1511717.53
3801,1911470.84
3802,1613773.9
3805,1672339.27
3809,1621109.3
3813,1806924.74
3814,2014665.98
3861,1672352.29
3862,1558968.49
3863,1491300.42
3864,1542173.33
3865,1608435.45
3866,1326877.11
3867,1279819.43
3868,1245268.77
3869,1441559.4
3870,1382359.21
3871,1268240.66
3872,1244177.21
3873,1186971.02
3874,1532893.22
3875,1245898.73
3876,1217923.71
3877,1176588.25
3878,1543678.02
3879,1348995.17
3880,1267619.06
3881,1231025.07
3882,1399960.15
3883,1340293.87
3884,1225336.41
3885,1205884.98
3886,1150204.71
3887,1523101.38
3888,1218688.09
3889,1195897.6
3890,1191585.92
3891,1523410.71
3892,1246062.17
3893,1159812.35
3894,1111797.21
3895,1203080.41
3896,1334571.87
3897,1158062.99
3898,1120619.32
3899,1231688.48
3900,1501663.26
3901,1266460.45
3902,1179315.72
3903,1937033.5
3904,1447916.29
3905,1466164.49
3906,1510443.62
3907,2026026.39
3908,1090558.57
3909,1402902.47
3910,1098286.61
3911,1079669.11
3912,1127859.69
3913,1564897.32
3915,1514828.82
3916,1311796.91
3917,1723736.91
3919,1286413.71
3920,1201059.72
3921,1336838.41
3922,1414713.5
3923,1240126.07
3924,1297452.0
3925,1222367.9
3926,1515890.38
3927,1253316.3
3928,1151282.31
3929,1160043.98
3930,1403779.25
3932,1268503.49
3933,1208809.34
3934,1319054.57
3935,1459655.85
3936,1197373.13
3937,1165870.54
3938,1114530.29
3939,1523870.89
3941,1200019.74
3942,1166479.51
3943,1468871.49
3944,1310087.0
3945,1159212.1
3948,1557314.58
3952,1576654.67
3956,1368130.35
3957,1467024.3
4004,538634.46
4005,529672.95
4006,542399.07
4007,488417.61
4008,535087.91
4009,519042.49
4010,496851.6
4011,552985.34
4012,599629.25
4013,569937.23
4014,509100.84
4015,505329.66
4016,501013.47
4017,568497.35
4018,518940.88
4019,502021.82
4020,577627.66
4021,588017.66
4022,540716.58
4023,558731.74
4024,585548.79
4025,581473.55
4026,563449.43
4027,512292.01
4028,506502.09
4029,509872.77
4030,519787.93
4031,495269.0
4032,531640.19
4033,545766.13
4034,579272.38
4035,491290.37
4036,463752.89
4037,465338.41
4038,474698.01
4039,530059.06
4040,483011.69
4041,505221.17
4042,527058.59
4043,521002.97
4044,524450.7
4045,508174.55
4046,975268.91
4047,642678.53
4048,713834.74
4049,850538.25
4050,1130926.79
4051,465992.02
4052,455952.18
4053,426905.26
4054,445134.15
4055,410426.97
4056,504126.89
4058,542529.21
4059,483660.15
4060,536031.67
4062,493653.43
4063,478773.05
4064,475615.26
4065,505304.33
4066,518245.97
4067,589252.69
4068,493078.64
4069,534372.53
4070,549551.02
4071,492932.51
4072,550735.64
4073,598251.57
4075,536914.17
4076,545368.17
4077,567114.6
4078,547586.07
4079,505246.15
4080,507335.75
4081,474653.06
4082,503486.37
4084,498056.0
4085,608294.98
4086,497085.91
4087,505406.72
4088,474129.35
4091,514993.0
4095,620735.72
4099,579874.22
4100,633240.53
4147,465108.52
4148,497374.57
4149,463513.26
4150,472330.71
4151,472591.07
4152,468189.93
4153,445736.36
4154,442457.35
4155,457884.06
4156,454800.96
4157,471054.16
4158,462454.39
4159,456140.34
4160,457883.94
4161,461868.09
4162,455751.84
4163,462474.16
4164,458343.7
4165,445530.16
4166,447727.52
4167,453210.24
4168,450337.47
4169,436293.4
4170,438068.71
4171,440491.33
4172,437893.76
4173,441407.06
4174,444160.07
4175,447139.8
4176,443810.78
4177,461548.98
4178,455162.92
4179,462058.19
4180,448392.17
4181,445475.3
4182,462080.47
4183,453943.89
4184,459631.74
4185,438334.39
4186,484661.87
4187,431266.64
4188,423707.69
4189,462732.36
4190,407112.22
4191,428631.91
4192,445332.28
4193,519354.88
4194,397631.02
4195,451077.21
4196,465408.72
4197,439132.62
4198,425989.04
4199,490970.95
4201,417070.51
4202,432687.97
4203,443334.71
4205,425470.84
4206,431754.01
4207,437926.79
4208,443889.5
4209,426666.92
4210,445358.73
4211,423687.2
4212,438789.52
4213,424614.59
4214,435102.2
4215,429305.82
4216,432808.48
4218,435481.03
4219,422715.74
4220,428782.38
4221,419764.37
4222,420515.63
4223,423441.76
4224,414245.96
4225,431798.64
4227,414450.61
4228,387944.83
4229,369722.32
4230,370897.82
4231,382914.66
4234,417528.26
4238,432359.04
4242,412385.75
4243,436741.02
4290,1469252.05
4291,1543947.23
4292,1473386.75
4293,1344354.41
4294,1384870.51
4295,1366193.35
4296,1332261.01
4297,1229635.7
4298,1357600.68
4299,1395710.09
4300,1367448.28
4301,1280465.8
4302,1243200.24
4303,1381796.8
4304,1287288.59
4305,1337405.6
4306,1309437.17
4307,1427624.5
4308,1377092.33
4309,1368090.08
4310,1303523.73
4311,1311704.92
4312,1315118.4
4313,1335433.72
4314,1276031.84
4315,1231993.14
4316,1352401.08
4317,1327719.34
4318,1376571.21
4319,1326621.98
4320,1302047.48
4321,1308179.02
4322,1294105.01
4323,1230250.25
4324,1213981.64
4325,1300131.68
4326,1265852.43
4327,1262289.29
4328,1257921.28
4329,1324455.72
4330,1352780.76
4331,1359158.57
4332,1858856.06
4333,1338716.37
4334,1475685.1
4335,1714667.0
4336,2068942.97
4337,1198071.6
4338,1311986.87
4339,1350730.31
4340,1344167.13
4341,1254955.68
4342,1443206.46
4344,1539063.91
4345,1365678.22
4346,1412721.18
4348,1425559.02
4349,1357036.1
4350,1344890.73
4351,1416790.17
4352,1408464.08
4353,1461393.91
4354,1331137.96
4355,1388755.61
4356,1408118.22
4357,1387365.19
4358,1342273.64
4359,1430348.1
4361,1491039.14
4362,1375962.46
4363,1371889.27
4364,1423144.47
4365,1415473.91
4366,1401944.8
4367,1308122.15
4368,1428993.33
4370,1487542.53
4371,1417267.07
4372,1385769.03
4373,1376670.27
4374,1363460.86
4377,1427383.24
4381,1426405.46
4385,1388809.43
4386,1556798.94
4433,1087616.19
4434,1123566.12
4435,1082559.06
4436,1053247.1
4437,1066566.74
4438,1093319.37
4439,1059781.78
4440,1076021.58
4441,1131732.94
4442,1095889.22
4443,1082763.27
4444,1072474.8
4445,1066792.63
4446,1133657.58
4447,1079314.52
4448,1143819.35
4449,1205662.85
4450,1149234.96
4451,1192074.09
4452,1150191.72
4453,1124763.74
4454,1187988.64
4455,1077253.67
4456,1120172.24
4457,1109574.11
4458,1065350.56
4459,1144552.09
4460,1157975.68
4461,1189887.86
4462,1140501.03
4463,1095932.51
4464,1028635.39
4465,1043962.36
4466,1067432.1
4467,1061089.56
4468,1085483.44
4469,1096692.88
4470,1102185.0
4471,1115138.51
4472,1063056.21
4473,1141019.11
4474,1150729.89
4475,1634635.86
4476,1200892.56
4477,1377322.73
4478,1557776.1
4479,1949183.14
4480,955463.84
4481,1046416.17
4482,1028206.51
4483,1078348.91
4484,1006814.85
4485,1070457.8
4487,1183528.58
4488,1054754.67
4489,1106847.62
4491,1100765.5
4492,1068719.22
4493,1051121.02
4494,1102975.59
4495,1120508.14
4496,1210602.91
4497,1107494.55
4498,1181793.55
4499,1138162.76
4500,1145084.76
4501,1175447.49
4502,1167757.0
4504,1192031.38
4505,1163869.52
4506,1199845.29
4507,1110244.52
4508,1144254.26
4509,1185674.48
4510,1169988.62
4511,1201694.14
4513,1221318.17
4514,1183740.91
4515,1152117.5
4516,1128237.3
4517,1142499.25
4520,1149448.02
4524,1204628.28
4528,1179773.88
4529,1415746.91
4576,274593.43
4577,294882.83
4578,296850.83
4579,284052.77
4580,291484.89
4581,312161.0
4582,282235.73
4583,262893.76
4584,274634.52
4585,325201.05
4586,307779.64
4587,263263.02
4588,275883.23
4589,326870.13
4590,331173.51
4591,294264.2
4592,279246.33
4593,285100.0
4594,310800.79
4595,272399.08
4596,259419.91
4597,267495.76
4598,302423.93
4599,280937.84
4600,252734.31
4601,242047.03
4602,262789.95
4603,265367.51
4604,230519.49
4605,224031.19
4606,237405.82
4607,272834.88
4608,246277.18
4609,231976.84
4610,224294.39
4611,266484.19
4612,251732.92
4613,234175.92
4614,213538.32
4615,246124.61
4616,272803.94
4617,224639.76
4618,240044.57
4619,209986.25
4620,253050.1
4621,238875.26
4622,249246.8
4623,219804.85
4624,243948.82
4625,259527.75
4626,244856.44
4627,231155.9
4628,234218.03
4630,252349.6
4631,242901.21
4632,245435.8
4634,247234.47
4635,238084.08
4636,232769.09
4637,271924.73
4638,275749.56
4639,248603.3
4640,248561.86
4641,257031.19
4642,279466.87
4643,239206.26
4644,239431.85
4645,243477.03
4647,238172.66
4648,238433.53
4649,226702.36
4650,262717.71
4651,265003.47
4652,238915.05
4653,224806.96
4654,242456.39
4656,242771.37
4657,237095.82
4658,239198.36
4659,281842.28
4660,262407.57
4663,262159.13
4667,236157.12
4671,220060.35
4672,270373.05
4719,956228.96
4720,994610.99
4721,983963.07
4722,905756.13
4723,918295.79
4724,921247.88
4725,892070.82
4726,880742.35
4727,979428.66
4728,950684.2
4729,923344.54
4730,910240.68
4731,859922.19
4732,953495.48
4733,933924.44
4734,913616.32
4735,942868.38
4736,966187.51
4737,954681.56
4738,941612.04
4739,895800.07
4740,919229.36
4741,911210.81
4742,930269.79
4743,902050.95
4744,875976.83
4745,987435.35
4746,951208.65
4747,985152.94
4748,855421.39
4749,964356.74
4750,932240.96
4751,885445.47
4752,867539.07
4753,865709.11
4754,931710.67
4755,888703.62
4756,936293.6
4757,926294.02
4758,972292.31
4759,979730.78
4760,955766.33
4761,1309476.68
4762,1001512.21
4763,1086661.02
4764,1227148.13
4765,1620748.25
4766,902109.69
4767,900646.94
4768,898610.33
4769,891025.39
4770,836717.75
4771,971932.87
4773,1062629.3
4774,953331.45
4775,963910.81
4777,1014218.8
4778,922898.38
4779,884233.67
4780,975479.83
4781,941829.0
4782,1051518.45
4783,895973.02
4784,965853.58
4785,966232.69
4786,945018.83
4787,941311.83
4788,947229.24
4790,968258.09
4791,923795.04
4792,911106.22
4793,926934.57
4794,903882.96
4795,913236.62
4796,851461.9
4797,942236.45
4799,960418.54
4800,871404.6
4801,926455.64
4802,930506.14
4803,927249.61
4806,954069.45
4810,992621.93
4814,988742.08
4815,1084243.91
4862,1230613.5
4863,1168815.31
4864,1270658.64
4865,1020651.74
4866,1162610.27
4867,1150344.39
4868,1117536.09
4869,1078900.44
4870,1189556.47
4871,1198014.97
4872,1084487.55
4873,1110827.48
4874,1096930.65
4875,1182099.88
4876,1104277.57
4877,1078182.18
4878,1223777.48
4879,1282378.71
4880,1160412.71
4881,1198025.76
4882,1230245.74
4883,1245827.08
4884,1268766.76
4885,1124414.87
4886,1121756.43
4887,1139131.78
4888,1180183.39
4889,1090587.5
4890,1033719.5
4891,917693.06
4892,948660.79
4893,961685.98
4894,831443.61
4895,758069.78
4896,771065.21
4897,874615.32
4898,798376.99
4899,827705.82
4900,857797.33
4901,843755.12
4902,870914.69
4903,846850.35
4904,1781866.98
4905,982598.88
4906,1108580.19
4907,1314987.4
4908,1779236.54
4909,576332.05
4910,649289.75
4911,687670.78
4912,659902.07
4913,633289.78
4914,747577.05
4916,865305.88
4917,841129.26
4918,850448.54
4920,800662.82
4921,762184.1
4922,762620.94
4923,813352.41
4924,795157.2
4925,841778.34
4926,811824.06
4927,835181.18
4928,826155.95
4929,776838.56
4930,850708.6
4931,955466.84
4933,828594.86
4934,849397.57
4935,874453.88
4936,827717.85
4937,813845.5
4938,820188.42
4939,770820.27
4940,826820.71
4942,820288.35
4943,897037.25
4944,813486.55
4945,922440.64
4946,738792.11
4949,791637.53
4953,653468.75
4957,903606.03
4958,948964.99
5005,467546.74
5006,469563.7
5007,470281.03
5008,447519.44
5009,480203.43
5010,441434.2
5011,428851.99
5012,404438.51
5013,435972.82
5014,453016.91
5015,483699.56
5016,434116.8
5017,457899.64
5018,489372.02
5019,476733.74
5020,474917.98
5021,447050.42
5022,471088.88
5023,467711.18
5024,485694.72
5025,434879.87
5026,434252.15
5027,471713.59
5028,466962.04
5029,452021.2
5030,432451.91
5031,467442.94
5032,470436.8
5033,437949.9
5034,412050.73
5035,431294.45
5036,434471.38
5037,454694.21
5038,419348.59
5039,422169.47
5040,444351.61
5041,453308.15
5042,424956.3
5043,392654.26
5044,405860.37
5045,425804.8
5046,411615.71
5047,408891.49
5048,360266.09
5049,404545.03
5050,410214.7
5051,422093.59
5052,359310.65
5053,384659.85
5054,410497.73
5055,399191.05
5056,372174.12
5057,417521.7
5059,427175.03
5060,380279.44
5061,402579.84
5063,431412.22
5064,390732.02
5065,385672.11
5066,428727.61
5067,414986.54
5068,374574.72
5069,340708.78
5070,393401.4
5071,395316.65
5072,376183.44
5073,348655.2
5074,373703.95
5076,394645.25
5077,360009.94
5078,354270.77
5079,377464.62
5080,385631.48
5081,361311.41
5082,354361.08
5083,381017.75
5085,373267.58
5086,344964.2
5087,350276.29
5088,352960.64
5089,343108.12
5092,346137.87
5096,313387.11
5100,293350.51
5101,312298.37
5148,536006.73
5149,529852.7
5150,510382.5
5151,513615.82
5152,519255.68
5153,513015.35
5154,460020.74
5155,515777.97
5156,540189.7
5157,513327.55
5158,524544.83
5159,527019.78
5160,517850.83
5161,543234.77
5162,505196.08
5163,510494.7
5164,532241.22
5165,479195.02
5166,481915.11
5167,505761.62
5168,485419.39
5169,498292.53
5170,502456.04
5171,485150.01
5172,491998.12
5173,487912.95
5174,508576.62
5175,491815.83
5176,486930.72
5177,512157.25
5178,510427.53
5179,510296.07
5180,501251.4
5181,494265.48
5182,529877.93
5183,524483.65
5184,498925.86
5185,510425.4
5186,514485.9
5187,539683.42
5188,517546.69
5189,518124.16
5190,518220.72
5191,508213.14
5192,511207.52
5193,534285.21
5194,576809.92
5195,460331.7
5196,542464.02
5197,525616.9
5198,526486.82
5199,513672.36
5200,583835.18
5202,536840.69
5203,514758.19
5204,527572.25
5206,478503.06
5207,522105.93
5208,534578.78
5209,543703.16
5210,543775.87
5211,526434.37
5212,502918.18
5213,547513.3
5214,511871.63
5215,533564.42
5216,507086.75
5217,500381.23
5219,525132.36
5220,509276.22
5221,517021.3
5222,489059.93
5223,498749.62
5224,505543.53
5225,504974.95
5226,510787.46
5228,506897.98
5229,527947.21
5230,530367.83
5231,506273.74
5232,513341.94
5235,522816.85
5239,555925.6
5243,527117.81
5244,537224.52
5291,358496.14
5292,342214.9
5293,327237.92
5294,334222.73
5295,372239.89
5296,342023.92
5297,333025.47
5298,335858.11
5299,368929.55
5300,341630.46
5301,337723.49
5302,335121.82
5303,337979.65
5304,383657.44
5305,346174.3
5306,340497.08
5307,326469.43
5308,376184.88
5309,354828.65
5310,335691.85
5311,322046.76
5312,361181.48
5313,343850.34
5314,338277.71
5315,328336.85
5316,336378.38
5317,378574.44
5318,341400.72
5319,329139.73
5320,322868.56
5321,377096.55
5322,336227.69
5323,336253.19
5324,330604.9
5325,360256.58
5326,351271.36
5327,337743.26
5328,339042.18
5329,341219.63
5330,380870.09
5331,340147.2
5332,348593.99
5333,360857.98
5334,351925.36
5335,355965.23
5336,334441.15
5337,369106.72
5338,303908.81
5339,386344.54
5340,356138.79
5341,341098.08
5342,357557.16
5343,402341.76
5345,364606.7
5346,354232.34
5347,405429.43
5349,349459.95
5350,351541.62
5351,382098.13
5352,392152.3
5353,362758.94
5354,362952.34
5355,344225.99
5356,422186.65
5357,366977.79
5358,365730.76
5359,356886.1
5360,396826.06
5362,356797.0
5363,354078.95
5364,387334.04
5365,399699.17
5366,367181.71
5367,365562.67
5368,355131.33
5369,437631.44
5371,362224.7
5372,365672.55
5373,416953.51
5374,397771.68
5375,408188.88
5378,449516.29
5382,436970.1
5386,411252.02
5387,435401.64
5434,1230596.8
5435,1266229.07
5436,1230591.97
5437,1168582.02
5438,1266254.21
5439,1244391.83
5440,1301590.13
5441,1235094.66
5442,1463942.62
5443,1327035.27
5444,1242874.98
5445,1280231.85
5446,1263836.59
5447,1355704.21
5448,1226997.7
5449,1350673.98
5450,1365541.59
5451,1512207.95
5452,1371405.33
5453,1368312.45
5454,1280414.8
5455,1352547.7
5456,1330473.47
5457,1339811.68
5458,1314651.83
5459,1308222.24
5460,1409989.67
5461,1371465.66
5462,1471816.52
5463,1417515.93
5464,1345167.61
5465,1279666.47
5466,1252915.43
5467,1199449.54
5468,1219583.91
5469,1286598.59
5470,1238742.0
5471,1261109.01
5472,1294769.08
5473,1293707.19
5474,1291398.71
5475,1370659.54
5476,2149355.2
5477,1431910.98
5478,1630564.48
5479,1842172.46
5480,2495489.25
5481,1230012.16
5482,1224475.12
5483,1193199.39
5484,1243370.74
5485,1158698.44
5486,1343773.94
5488,1335233.74
5489,1240921.19
5490,1316385.43
5492,1348410.05
5493,1284334.79
5494,1316849.36
5495,1350646.16
5496,1348031.55
5497,1563140.85
5498,1379651.87
5499,1370920.87
5500,1325022.77
5501,1373907.21
5502,1406124.14
5503,1541745.59
5505,1451392.67
5506,1363167.95
5507,1429829.36
5508,1414564.53
5509,1380257.12
5510,1416005.59
5511,1426418.53
5512,1518790.89
5514,1629066.9
5515,1573898.63
5516,1465089.85
5517,1429345.86
5518,1372500.63
5521,1443884.39
5525,1553629.59
5529,1632894.58
5530,1781528.77
5577,1001943.8
5578,955338.29
5579,916289.2
5580,863917.41
5581,990152.28
5582,899352.4
5583,894865.3
5584,873354.58
5585,1041202.13
5586,919839.19
5587,882636.96
5588,844958.49
5589,816838.31
5590,1009797.06
5591,907262.47
5592,885613.91
5593,1008483.07
5594,1052429.03
5595,1007574.67
5596,973105.3
5597,940405.03
5598,1087578.78
5599,1058250.91
5600,959229.09
5601,922341.82
5602,953393.02
5603,1057295.87
5604,924011.76
5605,932397.0
5606,922328.02
5607,976453.34
5608,967310.82
5609,855046.95
5610,844373.31
5611,891152.33
5612,972405.38
5613,917883.17
5614,882180.91
5615,875038.84
5616,968270.66
5617,935481.32
5618,852452.93
